which of these characters can be included within the text in an xml document in literal form? | ; & : -
selectors allowing us to differentiate between different occurrences of <extension> are termed as | contextual selectors
each box has a border that separates it from the edge of the canvas | true
when two values are specified for the margin then | the first value is set as the top and bottom margins.
to assign the same style rule to different elements, we apply the same number of declarations  as the number of elements to several selectors. | false
the value of the css styling property can be a color value. | true
syntax for referencing a cascading style sheet in an xml document is: | <?xml-stylesheet type="text/css" href="url"?>
css understands _____ number of colours defined by their names: | 16
values used in font-weight are | normal+bolder+lighter
s{margin-right:-3cm;}   is the above statement valid? | no
h1{font-size xx-large} is the above statement syntactically correct to make the heading font extra large? | no
select the flawless tags used to create a margin : | a{margin-left:10cm;} + a{margin-left:10%;}
in order to indicate to an application processing the style sheet to look for <all> tags followed by<perfect> tags the syntax is: | all.perfect
differentiating between the different occurrences of a tag is by: | none of the above
the logical structure of xml can be manipulated by xsl. | true
the formatting components of xsl are not supported by ie5. | true
xsl provides a transformation language called: | xslt
sorting, filtering, pattern matching are few of the things that xsl cannot be used for. | false
xsl does not provide support for: | it provides support for all the options stated.
in xsl the sign that indicates that sorting takes place in the descending order is: | '-'
select the correct attribute for sorting in an xsl document: | order-by
the processing part in a template in xsl defines the way the styling is to be applied to the child nodes. | true
normally for enclosing a generic term when defining code we use | square brackets
a data island is a way to hold xml code within an html page. | true
data islands are also referred to as: | dso’s
instructions that control how an element and its content should be converted in xsl style sheets, are called: | templates
identify the correct syntax | <?xml-stylesheet type="text/xsl" href='url'?>
"/" in the beginning of the xsl declaration indicates that: | this node applies to the root level node of xml document
in xsl the different source elements are separated by a: | pipe-stem
we can create documents, which can switch styles without submitting   the file back to the server. | true
styles can change without waiting for the page to be reloaded. | true
xsl in internet explorer 5.0 is 100% compatible with the latest released w3c xsl standard. | false
identify the correct tag for indicating that a document is a style sheet file and provides a location for declaring the xsl namespace | <xsl:stylesheet xmlns:xsl="url">
identify the operator used to search across any number of levels of the hierarchy from the current context. | .//
identify the operator used to search across any number of levels of the hierarchy from the root of the document. | //
identify the tag required to match the entire document. | <xsl:template match= "/ |  ">
identify the correct statements related to xslt | it is a template-based language.+it lets one map a pattern in the source document with the output in xml.
xslt and css are compatible standards. | true
identify the statements which hold true for css: | none
syntax for a typical template element is: | <xsl:template match = "myelement">
the process of turning the result of an xsl transformation into a suitable output form for a reader or listener is identified as: | formatting
"*/*" this syntax used in xsl will search all the elements that are the grandchildren of the root. | false
identify the elements, operators in xsl can be used with: | <xsl:template> + <xsl:for-each>
xsl uses xslt to transform an xml ____________ into an xml _______________. | source tree+result tree
treating a document as an object, extracting information, making changes and querying the document through code is termed as: | dom
if an application supports dom it is irrelevant whether the program is written in vb or | true
the available document models of dom are: | tree model+linear model
manipulating the xml document through dom does not require any objects of the document to be created. | true
'parseerror' is identified as a method due to which if an error is detected: | the document is not loaded
the root nodes can make multiple appearances in the document. | true
the 'appendchild()' method of the domdocument object adds: | a new node
the 'readystate' property in the domdocument object defines several states that specify the current status of the asynchronous download. | true
the 'xml' property always returns a unicode string. | true
'xmldomnodelist' property is: | read only
the 'nextnode' method in the xmldomnodelis object returns a null value if there is no next node. | true
a model applied to dynamic documents is known as: | tree model
a model applied to static document objects is: | linear model
in a tree model wherein we take the example of a book in which the chapters and paragraphs correspond to an individual character in the document. these are termed as: | leaves
considering a linear model applied to a book the only disadvantage that occurs is that if the book is revised and the page number and line number of the topic changes the model fails to work. is the statement a valid statement? | valid
the model which is identified as a collection of objects used to access and manipulate data stored in an xml document is an: | object model
in dom, it is not necessary that an object for a valid node type will always be returned. | true
a lot of properties and methods are repeated in each of the dom objects as they inherit the xmldomnode object. | true
xml property of the xmldomnode object is a read only property. | true
xtlruntime,xmldomnotation are exceptions that do not inherit methods and properties from the xmldomnode object. | false
identify the statements which correctly relate to xmldomnamednodemap object: | these objects can be accessed by an index.+ it is used to iterate through the attributes for a specific element.
though the tree model is a dynamic model if there arises any change in the document a major part of the tree requires to be redrawn, | true
identify the correct syntax for creating an xml document through dom. | set xmldoc = createobject("microsoft.xmldom")
'xmldomnode' is an xml dom object that: | represents the base interface for accessing data in the xml object model.
'xmldomnamednodemap' is an xml dom object that: | provides iteration and access by name to the collection of attributes.
'xmldomentity' is an xml dom object that: | none of the options given
'xmldomcdatasection' is an xml dom object that: | quotes or escapes blocks of text so that text is not interpreted as markup language.
'childnodes' is a property of the domdocument object: (select the correct statements) | read-only.+contains a node list containing the children.
identify the correct statements related to 'createnode method': | when a node is created, it is created in context of the namespace mentioned.
the chroma filter is used to ________ | apply transparency effects dynamically
what does jaxb stand for? | java architecture for xml binding
consider the following declaration: !attlist student age cdata ???? which one of the following can be used to replace ???? in the above definition? | #implied
xml defines the way elements relate to one another within the document’s tree structure, and specifies the attributes | false
which one is used to declare an entity in dtd? | !entity author "nguyen ngoc anh"
identify the correct statements: | both are correct
dom supports go-forward only when traversing the xml documents. | false
which one of the following classes is used to create an instance of xmlreader? | saxreader
what is the javascript? | 3 cau co chu js o dau
identify the correct statements about style sheets: | a style sheet is a set of instructions to display the+a style sheet separates presentation layer from the content data of the document.
dtd doesn’t support namespaces. | true
which of followings are features of sgml? | it needs a separate+it describe+sgml application is
which one is most appropriate to parse large document? | sax
___ exists outside the content of a document | an external dtd
an xml document can be displayed in different formats in different display devices such as computer, printer, and the like | true
which xml parser supports xpath capability? | dom
the markup languages are classified as ____, ____ and _____ | structure markup+semantic markup+stylistic markup
how to use external javascript file in a html file? | script language="javascript" src="filename.js"
an _____ xml document conforms to the rules of a document type definition ( dtd. | well-formed
what markup language categorization determines the content of the document? | semantic markup
what does the value string contain after the following code is executed? var string = "good luck on the test"; string = string.split( " " ) | good luck on the test
what will value contain after the following code is executed var value = new date(); value = value.valueof(); | a large integer representing the number of milliseconds between midnight january 1, 1970 and the current date
if an element's position is declared as absolute then | positioning is set according to the margins of its parent element
setting an element's position to relative is done within which of the following | style></style>
when using the width, height and overflow properties of an element, position must be | not absolute
in order for elements to be floated, position must be | not absolute
the outermost layer of the box model is the | margin
the css specification gives precedence to | author styles over user styles
what does the following css rule do? .note { font-size: 1.5em } | it multiplies all text object font sizes with class = "note" by 1.5
consider the following html document. 1 <!doctype html public "-//w3c//dtd html 4.0 transitional//en"> 2 <html> 3 <head> 4 <title>object model</title> 5 6 <script language = "javascript"> 7 function start() 8 { 9 alert( ptext.innertext ); 10 ptext.innertext = "thanks for coming."; 11 } 12 </script> 13 14 </head> 15 16 <body onload = start()> 17 18 <p id = "ptext">welcome to our web page!</p> 19 20 </body> 21 </html> which of the following selections a true statement? | the ptext object does not have an innertext attribute
with the ________, scripts can respond to a user moving the mouse, scrolling up or down the screen or entering keystrokes. | event model
the ________ attribute of the ________ element specifies another element that is identified by its ________ attribute | for, script, id
the onload event fires ________. | whenever an element finishes loading successfully
what does the following html document do? <html> <head> <title>dhtml event model - onload</title> <script language = "javascript"> var value = 0; function starttimer(){ window.setinterval( "updatetime()", 1000 ); } function updatetime(){ value++; ptext.innertext = value; } </script> </head> <body onload = "starttimer()"> <p><a id = "ptext">0</a></p> </body> </html> | it counts the number of seconds elapsed viewing the page
the onerror event is used to handle all of these except | user errors.
which of these is the command to enable error handling on a web page | window.onerror
event ________ fires constantly whenever the mouse is in motion | onmousemove
if you used the onmousemove event to capture mouse events over an image, which of the following event properties would you use to capture the location of the mouse cursor relative to the image boundaries | offsetx / offsety
what does the srcelement event property contain | reference to the element that fired the event
when the mouse moves over an element which of the following is triggered | onmouseover
11 the onfocus event fires when ________. | an element is clicked.
the onblur event is associated with ________ | an element losing focus.
event bubbling is _______. | the process of child elements passing events to their parent elements
the | character is referred to as a________. |   field delimiter
what does the following statement do? <span id = "colorname" style = "font-family: monospace" datasrc = "#colors" datafld = "colorname"></span><br> | it assigns the tdc control named colors to a span element for display purposes
what will value contain after the following code is executed assuming that colors is a valid tdc control? value = colors.recordset; | it will contain the current indexed item of the datasource
microsoft's internet explorer web browser contains a ________ that executes vbscript code | interpreter
________ is a technology that allows a server-side script to create dynamic content that is sent to the client's browser | asp
what is wrong with the following vbscript code? 1 select case x 2 case 1 3 call msgbox("1") 4 case 2 5 call msgbox("2") 6 case else 7 call msgbox("?") 8 end select | nothing
see the snipset below and choose one answer: <xsl:for-each select="list//title">...</xsl:for-each> | match all <title> elements one or more level deep in the <list> element
see the snipset below and choose one answer: <xsl:template match="book*position()!=2+"> <xsl:value-of select="."/> </xsl:template> | select all book elements that are not the second child of their parents
see the snipset below and choose one answer: <xsl:value-of select="floor(-2.3)"/> | -3
method getelementsbytagname return a node of list which will be stored as | mldomnodelist object
xmldoc.async= 'false' mean: | complete document must be loaded before futher processing
with xml schemas, the senders can ________ the data in a way that the receiver will | understand ...
a variable that your webpage can store on or retrieve from the users computer is known as | cookie
you must use a parser to read an xml document | true
which of the following code snippets would you use to specify a default declaration of a namespace | <schema xmlns:xs="http://www.w3.org/2001/xmlschema">
what does the "sequence" element of xsd indicate? | all the elements specified within this element must compulsorily appear in the xml document, and they must appear in the specified order
john is an xml programmer. he writes the following code to represent the items of a toy company: <?xml version="1.0" encoding="utf-8"?> <!--productdata is the root element--> <productdata> <product prodid="p001"> <productname>barbie doll</productname> <description> the price of this toy is < 200</description> <price>$20.00</price> <quantity>12</quantity> </product> </productdata> identify the error in the above code and suggest a solution for the same. | error on line: <product prodid="p001"> solution: he should use quotp001; instead of "p001".
consider the following statements: statement a: you can use the <!attlist> statement in a dtd to declare an attribute for an element. statement b: a single <!attlist> statement can be used to declare multiple attributes for an element.which of the following is correct about the above statements? | statement a is true, and statement b is false.
you want to create an attribute named "baseprice" with a default value of 200 for the "product" element. the attribute should accept integer values. which of the following statements will you use to declare the attribute? | <xsd:attribute name="baseprice" default= 200 type="xsd:integer"/>
html code:<b> customer </b><p>michelle abraham <br> salmonella apartments<br> programmer<br></p>peter is asked to represent the information given in the html code snippet above in xml. he represents the information as follows: <customer> <name> michelle abraham <address> salmonella apartments </name> </address>  profession> programmer </profession> </customer> identify the error in the above code and suggest a solution for the same. | error on line: <name> michelle abraham <address> salmonella apartments </name> </address> . solution: the closing tag of the name element should be written before the address element.
identify the type of content of the product element in the following xml code fragment. <proddet> <product> <prodid="p001"></prodid><font face="fnt__2013101081549_0" size="14" color="#000000" letterspacing="0" kerning="1"> <proddesc>baby food </proddesc><font face="fnt__2013101081549_0" size="14" color="#000000" letterspacing="0" kerning="1"> <priceperunit> 12 </priceperunit> </product> </proddet> | complextype
consider the following statements: statement a: xml is a text-based markup language that enables you to store data in a structured format by using meaningful tags. statement b: xml allows you to format data as per the requirements of the application.which of the following is correct about the above statements? | both, statement a and statement b, are true.
consider the following statements: statement a: xml stand for extensible markup language. statement b: css stand for creative style sheets.which of the following is correct about the above statements? | statement a is true, and statement b is false.
which of the following set of statements will you use to process all the child nodes of the root node? | <xsl:template match= "/"> <xsl:apply-templates/> </xsl:template>
consider the following statements: statement a: xml enables you to store data in a structured format by allowing you to create customized tags. statement b: xml documents can be easily interpreted by target systems. which of the following is correct about the above statements | both, statement a and statement b, are true.
consider the following statements: statement a: xslt is a superset of the css functionality. statement b: xslt is an application of xml.which of the following is correct about the above statements? | statement a is false, and statement b is true.
give the content of books.xml file in the picture.to display the title of book, the following javascript is developed: <script language="javascript"> function fnloadxml() { if (window.xmlhttprequest) {// code for ie7+, firefox, chrome, opera, safari xmlhttp = new xmlhttprequest(); } else {// code for ie6, ie5 xmlhttp = new activexobject("microsoft.xmlhttp"); } xmlhttp.open("get", "books.xml", false); xmlhttp.send(); xmldoc = xmlhttp.responsexml; var arrtitle=xmldoc.getelementsbytagname("title"); for (i=0; i<arrtitle.length; i++) { ??? document.write("<br>"); } }</script> | document.write(arrtitle[i].childnodes[0].nodevalue);
consider the following xml document: <?xml version="1.0"?> <orderdetails> <product id="p001" name="mini bus" price="75"><order id="o001"> <ship_add>10 newsland estate, ny</ship_add> <quantity>30</quantity> </order> <order id="o002"> <ship_add>11 newsland estate, ny</ship_add> <quantity>50</quantity></order> </product> </orderdetails> which of the following code snippets will you use to display the product of price and quantity | choose d
the data about employees is stored in an xml document. the data is to be presented in a browser window in the ascending order of basicpay and descending order of employeecode. which of the following code snippets should be used in the xslt style sheet to sort the employee data? | <xsl:sort select="basicpay" data-type="number" order="ascending"/> <xsl:sort select="employeecode" data-type="text" order="descending"/>
consider the following statements: statement a: you can point at a single document by using a hyperlink in html. statement b: html links are multidirectional. which of the following is correct about the above statements? | statement a is true, and statement b is false.
consider the following statements: statement a: java architecture for xml binding (jaxb) provides a fast and convenient way to bind between xml schemas and java representations, making it easy for java developers to incorporate xml data and processing functions in java applications. statement b: jaxb provides methods for unmarshalling (writing) xml instance documents into java content trees, and then marshalling (reading) java content trees back into xml instance documents. | statement a is true, and statement b is false.
consider the following statements: statement a: the xjc schema compiler, also called the binding compiler, is an important part of a jaxb implementation. the compiler binds a source xml schema to a set of schema-derived program elements. the binding is described by an xml-based binding language in a binding file. the binding compiler produces a set of packages containing java source files and jaxb property files. statement b: in most cases, the default bindings generated by the binding compiler are sufficient. however, there are cases where you might want to modify the default bindings (for example, you might want to provide more meaningful package names than are generated by default), you can use the following syntax: xjc schema_file.xsd ""g package_name | statement a is true, and statement b is false.
the following paragraph describes the differences between xml and html but there are some features are not correct. please find out them. xml features defined set of tags designed for web display format drivenend tags required for well-formed documents quotes required around attributes values slash required in empty tags html features user definable tags content driven end tags not required quotes not required slash not required | it should be swap between "defined set of tags designed for web display" and "format driven" of xml to "user definable tags" and "content driven" of html
consider the following statements: statement a: a namespace is a method of preventing conflicts between elements having the same names. statement b: a namespace uri is the same as a web uri. which of the following is correct about the above statements? | both, statement a and statement b, are true.
what does method characters() of contenthandler interface receive events for? | character data
you want to create an attribute named "baseprice" with a default value of 200 for the "product" element. the attribute should accept integer values. which of the following statements will you use to declare the attribute | <xsd:attribute name="baseprice" default= "200" type="xsd:integer"/>
which is the correct way to use the union operator | <xsl:apply-templates select='/cd/artist |   /Tape/Artist' />
is the following attribute valid? <!attlist test4 an_attribute id #fixed "value"> | no
if you "import" a stylesheet, the templates in it have lower precedence than those in the current stylesheet. | true
considering the following xml document, what is the result of count(//*): <?xml version="1.0" encoding="utf-8"?> <root> <employee id="45"> <name>john</name> <salary>$100,000</salary> </employee> </root> | 4
what organization presented the first version of starndardized generalized markup | language (sgml) in 1980?
what does #required attributes mean | the attribute value must be included in the element
if the attribute minoccurs is specified but the attribute maxoccurs is not, what is the  default value of the latter ? | minoccurs
what is a correct way of referring to a stylesheet called "mystyle.xsl”? | <link type="text/xsl" href="mystyle.xsl" />
the world wide web consortium (w3c) started to develop xsl because there was a need for: | xml-based stylesheet language
xsl consists of three parts. which are? | xslt, xpath, xsl-fo
a _____ function returns number of nodes present in an argument node-set. | count
an element declaration has the following syntax: | <!element element-name category
<!-- welcome.xml --> <?xml version = "1.0"?> <!doctype welcome system "hello.dtd"> the following code indicates that the dtd is: | an external dtd
the keyword termed as the shorthand for mixed content containing all declared elements is | any
identify the correct statements | pcdata means that the element contains data that is to be parsed by a parser. + #cdata means that the element contains character data that is not to be parsed
for declaring a child element 'message' to occur zero or more times inside the 'note' element, identify the correct | <!element element-name (child-name*)>
<!element a((b,c) | identify what the statement indicates
in the attribute-type the value which is pre-defined is indicated by: | xml
<?xml version="1.0" ?> <!doctype aptech [ <!element aptech (class1 | class2)+> <!element class1 (#pcdata)> <!attlist class1 count cdata #required> <!element class2 (#pcdata)> <!attlist class2 count cdata #required> ]> <trial>electronic goods <class1
<!element trial (targets+, source,title+,message*,#pcdata)> the above example declares that the element trial must contain: | at least one 'target', exactly one 'source', at least one 'title', zero or one 'message', and some other parsed character data.
<?xml version="1.0"?> <script> <![cdata [function matchwo(a,b) { if (a < b && a < 0) then { return 1 } } ]]> | executes without any error
<!element circle empty> <!attlist circle radius cdata "20"> the following code indicates that the circle is defined as an empty element,with the radius attribute having a default value of 20 and type cdata. | true
identify the correct statements: | tags from multiple namespaces can be mixed. + xsl uses the prefix 'xsl:' for elements in the xsl namespace
xml vocabulary is used for specifying formatting | true
which of the following is not done with javascript | rgb colors
which of these characters can be included within the text in an xml document in literal form? | ; -
which of these is a valid comment in xml? | <!- -this data should be hidden
<!doctype book system “book.dtd”> | book.dtd is an external dtd
23 giving a local function variable the same name as a global variable will result in which of the following? | the local variable will "hide" the global variable.
1 _________ are data structures consisting of related data items (sometimes called collections of data items). | arrays
2 c = new array( 12 ); | declares, allocates
document.write(c[8]) | undefined
</script> | 9
10 which of the following is an illegal array initialization statement? | var n = new array( 5 );
total2 += thearray[ element ]; g) | 0 to the array length - 1
++test[ 7 ]; | 4
13 in javascript, all objects and arrays are passed to functions by ________. | reference
var value = thearray1.join( " " ); | the join method will create a string from the values in thearray1.
</script> | 1 2 3 4 5 6 7 8 9
by starting at the _______ element, we can select any element in the xml document by carefully creating a chain of children elements. | root
when creating our xpath statement, each element is separated by a _________. | forward slash
in xpath, you reference an element by using it's __________. | name
at the end of your xpath expression, add the symbol _________ plus the name of the attribute you wish to select. | @
if we want to select the supplier attribute of it's parent element, chips, our expression would be__________. | chips@supplier
when selecting elements, the method of using the complete path is referred to as the ________ path, and it is useful for selecting specific elements. | absolute
when you are using the absolute path to locate an element, your expression must start with the _________ element of your xml document. | root
in designating an element in an xml structure, if you wanted to refer to one of the sub elements, you will have to create a string of child elements from the root to the desired child element. | true
xpath expressions can be created using _________ paths, so that instead of starting at the root element, you can simply reference the element from within the path structure and go from there. | relative
to construct a relative path expression to select every count element, what would the correct expression look like? | count
if you wanted to select every cost element that had a book parent, you would use a relative expression like this: | book/cost
with xpath expressions, _______ are used to select the descendants of an element. | // (double forward slashes)
to construct a relative xpath expression to select every count element that has a book ancestor, you would use the code: | book//count
in an xpath expression, if you put _______ where an element would normally go, you can select the parent element. | .. (2 periods)
in an xpath expression, the element to the right of the double period will have its parent selected. | false
in an xpath expression, the wildcard _________ can select every child element at once because it automatically matches everything possible. | * (asterisks symbol)
when working with xpath expressions, the ability to combine multiple expressions into one can be done by _________. | (vertical bar aka "pipe")
there is no limit to the number of xpath statements that can be combined into one. | true
an xpath _________ is similiar to a programming if...then conditional statement that allows you to select elements based upon certain criteria. | predicate
an xpath predicate is contained within _________, and comes _______ the parent element of what will be tested. | [ ] , after
the format for writing an element-related predicate is: | parent[child some test here]
besides testing the values of elements, you can also use predicates to check the values of attributes. | true
the format for writing an attribute-related predicate is: | element[@element's attribute some test here]
whenever you need to select an element and use a predicate on that same element, you will need to use a ______ to access that element's value. | . (period)
the acronym xslt stands for __________. | extensible stylesheet language transformations
xslt is used style and transform xml documents. | true
xslt files must be save with _______ extension. | .xsl
xslt does not physically change an xml document- just how it is displayed. | true
unlike xml documents, xslt documents do not need to include an xml declaration statement at the top of each xslt document. | false
every xslt file must include the root element: xsl:stylesheet . | true
the xslt root element has which two required attributes? | version & xmlns:xsl
the standard for of an xslt element is: | xsl:element
using the xsl:prefix before every xsl element is recommended by not required. | false
xml:stylesheet is a special declaration for linking xml documents wit xslt stylesheets, and it must be placed before your xml declaration to successfully link your xml file to your xslt code. | false
the xml-stylesheet element has which two attributes? | type & href
the ________ attribute added to the ________ element uses your knowledge of xpath to find information in your xml document. | match & xsl:template
if we wanted to find book elements in an xml document, we would set the match attribute to a simple xpath expression: book, and the code would look like this: | <xsl:template match="book">
the ________ element lets you decide when and where your template elements are used. | xsl:apply-templates
the _________ attribute lets you chose specific child elements when working with the xsl:apply-templates element. | select
the xslt processor begins at the ______ element when looking for template matches. | root
the _________ element uses the select attribute to chose elements and obtain their contents. | xsl:value-of
the xsl:value-of element can only be used to retrieve the value of the xml elements; attributes must be retrieved with the xsl:attrib-value element. | false
to select the id attribute's value from the code: <student id="1">jack</student>, you would use the following code: | <xsl:value-of select="@id" />
xslt's styles can be applied to xml elements selectively based on the element's attribute value. | true
all major browsers have support of xml and xslt. | true
firefox supports xml, xslt, and xpath from version _____. | 3
internet explorer supports xml, xslt, and xpath from version ____. | 6
google chrome supports xml, xslt, xpath from version _____. | 1
opera supports xml, xslt, and xpath from version _____. | 9
apple safari supports xml and xslt from version _____. | 3
what is xml | extensible markup language: an application- and platform-independent way to represent data
what makes xml unique | it is a standard that lets users create their own tags to structure and store data
who created it, when? | also a creation of w3c - first developed in 2001. |   Current version: XML 1.0 and XML 1.1
what are characteristics of xml documents | the documents are self-describing |   The documents are a hierarchy of nested objects
what is the purpose of html | html - designed to display data, with focus on how data looks
what is the purpose of xml | xml - designed to transport and store data, with focus on what data is
what are characteristics of html tags | html tags are predefined with a set meaning
what are characteristics of xml tags | lets the developers create |   -XML needs to be well formed and validated
what are some features of xsd | written in xml , support data-types
what are 2 styling options for xml? | css and xslt (extensible stylesheet language transformation)
what are some css limitations when used with xml | adding functionality , reordering and sorting , generation of text
what are some features of xslt | add/remove elements and attributes
with xml schemas, the senders can ________ the data in a way that the receiver will understand | ...
the character is referred to as a________. | field delimiter
what would the browser display if the following script is executed? <script language = "javascript"> var count = 5, total = 0; while ( count > -1 ) { total = total - 10; count = count - 1; } document.write(total); </script> | -60
the "prepackaged" functions that belong to javascript objects such as math.pow and math.round are often called ________. | methods
what would the function cube return, assuming it is called with the line cube(3). function cube(y); { return y y y; } | javascript runtime error
the ________ attribute is added to a table element's opening tag to bind a data island to a table | datasrc
in the following line, the word document is a ________ which resides in the computer's memory and contains information used by the script. document.writeln("hello world"); | object
consider the following script. what is wrong with the following code? 1 <script language = "javascript"> 2 var firstnumber, 3 secondnumber; 4 thirdnumber; 5 6 thirdnumber = 7 parseint( window.prompt( "enter an integer", 0 ) ); 8 document.write( thirdnumber ); 9 </script> | the word var must be placed before thirdnumber in line 4
which of the following selections does not follow the rules of operator precedence? assume that the operators on the left are evaluated first | parentheses, subtraction, modulus
a program in which all statements are executed one after the other in the order in which they are written exhibit ________. | ...
with reference to the snippet of code given below, choose the correct syntax to complete the second line in order to create a xml document object var sample sample = ________________________ | new activexobject("microsoft.xmldom")
what would the browser display if this script was executed? <script language = "javascript"> var c = new array(8); for( var i = 0; i < 10; i++ ) c[i] = i; document.write(c[9]) </script> | 9
with the ________, scripts can respond to a user moving the mouse, scrolling up or down the screen or entering keystrokes | event model.
what would the browser display if the following code is executed in a script? var grade = 59 if ( grade >= 60 ) document.writeln( "passed." ); else document.write( "failed. " ); document.writeln( "you must take this course again." ); | failed
the value a in the following statement is called the ________ and the value b is called the ________. face = math.floor( a + math.random() * b ); | shifting value, scaling factor |   See More
which of these is a valid comment in xml? | <!- -this data should be hidden <firstname>joe</firstname> <lastname>johnson</lastname> - ->
what does the keyword system indicate in the following code? <?xml version ="1.0"?> <!doctype book system "book.dtd"> | book.dtd is an external dtd
which of the following is not a keyword used for default settings in an! attlist element? | define
the stax cursor api represents _______________. | cursor with which you can walk an xml document from beginning to end.
to compose a schema with the same target namespace you can use | <include schemalocation="..." />
what does the keyword system indicate in the following code? <!doctype book system "book.dtd"> | book.dtd is an internal dtd
what is the significance of the '+' sign in the code given below? <!element book (author+)> | indicates that author tag must occur at least once inside the book element
what would the browser display if this script was executed? <script language = "javascript"> var c = new array(8); for( var i = 0; i < 8; i++ ) c[i] = i; document.write(c[8]); </script> | undefined
which of the following xml code snippets is/are correct? | <book> <author> abc...</author> </book># which statements are true? |   The DTD specifies ... + The DTD contains the list of tags allowed within the XML document, and their types and attributes.
an entity bean must be capable of forming ____ | relationships
___ types of relationships can exist between entity beans | seven
what are the 4 types of cardinality | 1..1 , 1.. , ..1 and ..
each relationship can be either ___ or __ | unidirectional or bidirectional
annotation for 1..1 | @onetoone
annotation for 1..* | @onetomany
annotation for *..1 | @manytoone
annotation for .. | @manytomany
the cascadetype is defined as a java ___ | enumeration
the all value represents all of the cascade ____. for example: @onetomany(cascade={cascadetype.all}) | operations
default fetch behavior for one-to-one | eager
default fetch behavior for one-to-many | lazy
default fetch behavior for many-to-one | eager
default fetch behavior for many-to-many | lazy
a _____ _____ is used to receive a message from a queue | message listener
a ____ _____ allows you to build app that is interoperable applications | web service
soap uses ___ and ____ | xml and http
what does soap stand for | simple object access protocol.
what does wsdl stand for | web service description lanaguage
what does uddi stand for | universal description, discovery and integration
____ is a text based language | xml
____ is a java api for xml parsing | sax
two styles of soap binding: | rpc and document style
what are the four key elements of a wsdl file | types, messages, port type, binding,
what does jaxb stand for | java architecture for xml binding
____ allows you to map xml context to and from java objects | jaxb
jax-ws supports which type of web service | soap
what are the two prevailing styles of web services | restful and soap
what does rest stand for | representational state transfer
restful ws place a emphasizes on ____ communication | stateless
what does jax-rs standfor | java api for xml and restful services
___ annotation is used to specify uri of the resource | @path
___, ____ annotations are used to specify data format to be sent out or recieved | @produces, @consumes
what are the four annotations used to annotation most methods to specify which operation to invoke | @get, @post, @put, @delete
the _____ annotation can be used to bind template parameters to a resource class field | @pathparam
jaxb ___ method takes a string and converts it into xml | marshal
the jaxb _____ method is used to read from a url and convert it from xml to java string | unmarshal
struts2 flow of controler (5 things) | filter dispatcher, web.xml, intercepterors, actions, resulting jsp
web server responses can be ____ or ____ | static or dynamic
what does cgi stand for | common gateway interface
____ are small java classes that process http request and return http responses | servlets
servlets are deployed in a servlet ____ | container
servlets do ___ have a main() method | not
what are the two methods that are considered to be the entry point to a servlet | doget(), dopost()
servlet output is usually ___ | html
any class that extends ____ is a servlet | httpservlet
what are the five principal methods to manage the servlets life cycle | init, service, destroy, getservletconfig, getservletinfo
the ____ method is called by the container before the servlet instance is killed | destroy()
post request put form data in the ___ of the http request | body
use the ____ request when sending data to the server | post
use the ___ request when no data is sent | get
the do-do methods in a servlet should throws what exception | throws servletexception
the servlet container is responsible for the ____ of the servlet | lifecycle
the web clients interact with a servlet using a ___/____ pattern | request/response pattern
_____ method is called when the servlet starts | init()
___ method is called to process request | service()
___ method is called before servlet process ends | destroy()
____ method is called so that the servlet can access information about the servlet container | getservletconfig()
____ method is called so that the servlet container can access information about the servlet | getservletinfo()
the httpservlet extends _____ | genericservlet
example jsp expression. this expression is evaluated and turned into a string | <%= string %>
example jsp scriptlet | <% for () {} %>
example jsp scriptlet declaration | <%! ... %>
what is the major difference between servlet 2.5 and servlet 3.0 | web.xml
what are the three jsp servlet methods | jspinit()
what happens when you try to access a jsp | - browser sends http request to web server
- jsp engine loads the jsp page from disk and converts it into a servlet content. | - jsp engine compiles the servlet
jsp1.2 vs. jsp2.0 | version 2.0 incorporated the expression language, which makes your life a lot easier. otherwise you |   have to go through the get property and set property
what does ddl stand for | data definition language
the method used most often for executing sql statements is ____ | executequery
what are the two main purposes of transaction support | recovery, concurrency
a database transaction must be ___ | acid
what does acid standfor | atomic, consistent, isolated, durable
<?xml version="1.0"> | xml declaration
_____ can be used to validate xml documents | schemas
xml schema file extension is what | xsd
what are two types of xml parsers | sax, dom
dom vs. sax | -dom loads the entire document into memory
____ allows you to randomly access stuff in the document unlike sax | jaxb
what does sax stand for | simple api for xml
extensible markup language | xml (acronyn)
xml (definition) | a set of rules for encoding documents in machine-readable form
carrying | html is a about displaying information, while xml is about _____________ data (transport and storage)
markup language | a system of symbols (tags) and rules embedded in a document that govern its structure (content) and format (appearance)
structure, store, transport | xml was created to _______, ________, and ________ information
complement | xml is a _______________ to html
root element | xml documents must contain a ______________
root element | this element encloses all other elements and is therefore the sole parent of them all
child element | any element located within the root element
closing tag | in xml, all elements must have a ____________
case | xml tags are _____________ sensitive
www.w3schools.com | an excellent xml tutorial can be found here
no | xml has __________ predefined tags
independent | xml is a software and hardware __________ tool for carrying information
data transmissions | xml is the most common tool for __________ between all sorts of applications
plain text format | xml data is stored in __________
nested | xml elements must be properly __________
quoted | xml attribute values must be __________
&lt;, &gt;, &amp;, &apos;, &quot; | these are the five predefined entity references
not truncated | in xml, the white-space in a document is __________
lf | xml stores a new line as __________
